행정구역,2024년01월_계_총인구수,2024년01월_계_연령구간인구수,2024년01월_계_0~9세,2024년01월_계_10~19세,2024년01월_계_20~29세,2024년01월_계_30~39세,2024년01월_계_40~49세,2024년01월_계_50~59세,2024년01월_계_60~69세,2024년01월_계_70~79세,2024년01월_계_80~89세,2024년01월_계_90~99세,2024년01월_계_100세 이상,2024년01월_남_총인구수,2024년01월_남_연령구간인구수,2024년01월_남_0~9세,2024년01월_남_10~19세,2024년01월_남_20~29세,2024년01월_남_30~39세,2024년01월_남_40~49세,2024년01월_남_50~59세,2024년01월_남_60~69세,2024년01월_남_70~79세,2024년01월_남_80~89세,2024년01월_남_90~99세,2024년01월_남_100세 이상,2024년01월_여_총인구수,2024년01월_여_연령구간인구수,2024년01월_여_0~9세,2024년01월_여_10~19세,2024년01월_여_20~29세,2024년01월_여_30~39세,2024년01월_여_40~49세,2024년01월_여_50~59세,2024년01월_여_60~69세,2024년01월_여_70~79세,2024년01월_여_80~89세,2024년01월_여_90~99세,2024년01월_여_100세 이상
서울특별시 동대문구 회기동(1123071000),"10,340","10,340",306,693,"3,435","1,473","1,159","1,212",971,624,414,51,2,"4,875","4,875",157,340,"1,529",792,564,625,439,261,153,13,2,"5,465","5,465",149,353,"1,906",681,595,587,532,363,261,38,0
서울특별시 동대문구 휘경제1동(1123072000),"13,689","13,689",659,766,"3,685","2,066","1,601","1,904","1,493",944,502,67,2,"6,458","6,458",334,362,"1,531","1,094",822,913,756,415,208,23,0,"7,231","7,231",325,404,"2,154",972,779,991,737,529,294,44,2
서울특별시 동대문구 휘경제2동(1123073000),"24,151","24,151",946,"1,852","5,812","3,046","3,112","3,573","2,978","1,866",864,99,3,"11,995","11,995",499,880,"3,003","1,624","1,572","1,791","1,403",848,343,31,1,"12,156","12,156",447,972,"2,809","1,422","1,540","1,782","1,575","1,018",521,68,2
서울특별시 동대문구 이문제1동(1123074000),"17,696","17,696",568,"1,134","5,084","2,052","1,973","2,476","2,083","1,385",854,84,3,"8,727","8,727",272,593,"2,404","1,166","1,015","1,280","1,034",591,343,28,1,"8,969","8,969",296,541,"2,680",886,958,"1,196","1,049",794,511,56,2
서울특별시 동대문구 이문제2동(1123075000),"19,360","19,360",993,"1,573","2,639","2,307","2,746","3,343","2,874","1,887",908,88,2,"9,316","9,316",517,814,"1,192","1,139","1,402","1,650","1,396",818,362,25,1,"10,044","10,044",476,759,"1,447","1,168","1,344","1,693","1,478","1,069",546,63,1
서울특별시 중랑구 (1126000000),"382,284","382,284","19,007","23,934","49,876","57,824","53,083","64,792","63,520","33,338","15,001","1,853",56,"187,392","187,392","9,686","12,271","23,912","29,433","27,661","31,983","30,711","15,246","6,039",441,9,"194,892","194,892","9,321","11,663","25,964","28,391","25,422","32,809","32,809","18,092","8,962","1,412",47
서울특별시 중랑구 면목제2동(1126052000),"23,541","23,541",933,"1,334","2,912","3,396","3,189","4,438","4,111","2,134",973,118,3,"11,669","11,669",478,681,"1,410","1,768","1,702","2,249","1,987",964,397,33,0,"11,872","11,872",455,653,"1,502","1,628","1,487","2,189","2,124","1,170",576,85,3
서울특별시 중랑구 면목제4동(1126054000),"18,147","18,147",837,"1,097","2,193","2,473","2,646","3,205","2,961","1,874",781,77,3,"9,035","9,035",431,579,"1,135","1,290","1,397","1,640","1,438",787,313,24,1,"9,112","9,112",406,518,"1,058","1,183","1,249","1,565","1,523","1,087",468,53,2
서울특별시 중랑구 면목제5동(1126055000),"14,563","14,563","1,281",875,"1,493","2,438","2,383","2,378","2,153","1,055",460,46,1,"7,249","7,249",645,447,770,"1,222","1,269","1,168","1,051",494,174,9,0,"7,314","7,314",636,428,723,"1,216","1,114","1,210","1,102",561,286,37,1
서울특별시 중랑구 면목본동(1126056500),"32,789","32,789","1,221","1,580","4,782","5,328","4,431","5,869","5,293","2,863","1,280",140,2,"16,149","16,149",651,792,"2,262","2,806","2,356","2,914","2,572","1,243",527,25,1,"16,640","16,640",570,788,"2,520","2,522","2,075","2,955","2,721","1,620",753,115,1
서울특별시 중랑구 면목제7동(1126057000),"21,222","21,222","1,019","1,068","2,679","3,290","2,866","3,586","3,738","2,020",842,112,2,"10,564","10,564",552,564,"1,301","1,670","1,549","1,816","1,803",932,346,31,0,"10,658","10,658",467,504,"1,378","1,620","1,317","1,770","1,935","1,088",496,81,2
서울특별시 중랑구 면목제3.8동(1126057500),"24,376","24,376",906,"1,230","3,279","3,564","3,166","4,364","4,392","2,341","1,018",114,2,"12,009","12,009",446,630,"1,633","1,875","1,702","2,154","2,047","1,086",413,23,0,"12,367","12,367",460,600,"1,646","1,689","1,464","2,210","2,345","1,255",605,91,2
서울특별시 중랑구 상봉제1동(1126058000),"23,136","23,136","1,471","1,744","2,880","3,392","3,249","3,950","3,813","1,728",815,92,2,"11,235","11,235",745,930,"1,410","1,679","1,657","1,859","1,846",767,332,10,0,"11,901","11,901",726,814,"1,470","1,713","1,592","2,091","1,967",961,483,82,2
서울특별시 중랑구 상봉제2동(1126059000),"20,347","20,347",729,655,"4,216","4,744","2,413","2,877","2,677","1,388",575,70,3,"9,662","9,662",367,335,"1,677","2,302","1,271","1,462","1,339",645,244,19,1,"10,685","10,685",362,320,"2,539","2,442","1,142","1,415","1,338",743,331,51,2
서울특별시 중랑구 중화제1동(1126060000),"18,697","18,697",902,"1,153","2,307","2,960","2,584","3,010","3,252","1,739",714,74,2,"9,229","9,229",456,582,"1,136","1,541","1,389","1,450","1,526",822,304,22,1,"9,468","9,468",446,571,"1,171","1,419","1,195","1,560","1,726",917,410,52,1
서울특별시 중랑구 중화제2동(1126061000),"23,806","23,806",841,"1,004","3,254","3,567","3,022","4,257","4,468","2,159","1,111",121,2,"12,206","12,206",448,564,"1,585","1,892","1,657","2,241","2,341",984,460,34,0,"11,600","11,600",393,440,"1,669","1,675","1,365","2,016","2,127","1,175",651,87,2
서울특별시 중랑구 묵제1동(1126062000),"33,644","33,644","1,734","2,898","4,660","4,575","5,084","5,533","4,946","2,808","1,253",149,4,"16,039","16,039",863,"1,487","2,147","2,242","2,490","2,665","2,282","1,285",542,36,0,"17,605","17,605",871,"1,411","2,513","2,333","2,594","2,868","2,664","1,523",711,113,4
서울특별시 중랑구 묵제2동(1126063000),"18,078","18,078",781,"1,028","2,417","2,669","2,545","3,110","3,026","1,669",752,78,3,"8,829","8,829",393,538,"1,176","1,361","1,308","1,529","1,418",765,317,23,1,"9,249","9,249",388,490,"1,241","1,308","1,237","1,581","1,608",904,435,55,2
서울특별시 중랑구 망우본동(1126065500),"36,981","36,981","2,604","2,137","4,476","6,255","5,178","5,714","6,065","2,985","1,367",192,8,"18,241","18,241","1,319","1,034","2,073","3,177","2,736","2,880","3,046","1,417",517,41,1,"18,740","18,740","1,285","1,103","2,403","3,078","2,442","2,834","3,019","1,568",850,151,7
서울특별시 중랑구 망우제3동(1126066000),"15,630","15,630",561,852,"1,979","1,953","1,966","3,004","3,001","1,519",674,119,2,"7,862","7,862",284,400,990,"1,057","1,048","1,508","1,547",721,279,27,1,"7,768","7,768",277,452,989,896,918,"1,496","1,454",798,395,92,1
서울특별시 중랑구 신내1동(1126068000),"37,695","37,695","2,232","3,827","4,230","4,524","5,586","6,181","6,214","3,178","1,492",223,8,"18,139","18,139","1,134","1,975","2,146","2,224","2,733","2,905","2,931","1,482",566,43,0,"19,556","19,556","1,098","1,852","2,084","2,300","2,853","3,276","3,283","1,696",926,180,8
서울특별시 중랑구 신내2동(1126069000),"19,632","19,632",955,"1,452","2,119","2,696","2,775","3,316","3,410","1,878",894,128,9,"9,275","9,275",474,733,"1,061","1,327","1,397","1,543","1,537",852,308,41,2,"10,357","10,357",481,719,"1,058","1,369","1,378","1,773","1,873","1,026",586,87,7
서울특별시 성북구 (1129000000),"424,916","424,916","23,893","34,858","64,437","55,907","63,204","71,019","58,083","33,712","17,520","2,221",62,"203,824","203,824","12,246","17,741","30,279","28,048","31,024","34,987","27,284","14,666","6,932",599,18,"221,092","221,092","11,647","17,117","34,158","27,859","32,180","36,032","30,799","19,046","10,588","1,622",44
서울특별시 성북구 성북동(1129052500),"15,922","15,922",606,"1,065","2,538","2,471","2,213","2,738","2,131","1,229",788,137,6,"7,405","7,405",317,541,"1,129","1,205","1,039","1,283","1,008",519,321,39,4,"8,517","8,517",289,524,"1,409","1,266","1,174","1,455","1,123",710,467,98,2
서울특별시 성북구 삼선동(1129055500),"22,117","22,117",797,"1,646","4,147","3,071","2,955","3,802","2,852","1,710","1,019",112,6,"10,490","10,490",402,846,"1,865","1,512","1,450","1,917","1,371",713,375,37,2,"11,627","11,627",395,800,"2,282","1,559","1,505","1,885","1,481",997,644,75,4
서울특별시 성북구 동선동(1129057500),"14,965","14,965",396,838,"4,628","2,427","1,756","1,909","1,456",919,559,75,2,"6,202","6,202",185,351,"1,379","1,190",855,929,679,401,212,21,0,"8,763","8,763",211,487,"3,249","1,237",901,980,777,518,347,54,2
서울특별시 성북구 돈암제1동(1129058000),"14,234","14,234",662,"1,062","1,847","1,851","1,817","2,603","2,356","1,287",666,81,2,"6,639","6,639",342,511,839,915,884,"1,228","1,084",571,245,20,0,"7,595","7,595",320,551,"1,008",936,933,"1,375","1,272",716,421,61,2
서울특별시 성북구 돈암제2동(1129059000),"23,417","23,417","1,614","2,613","2,681","2,747","3,856","4,360","3,011","1,555",824,153,3,"11,074","11,074",828,"1,306","1,329","1,297","1,771","2,085","1,412",688,319,38,1,"12,343","12,343",786,"1,307","1,352","1,450","2,085","2,275","1,599",867,505,115,2
서울특별시 성북구 안암동(1129060000),"14,796","14,796",361,729,"5,414","2,018","1,386","1,899","1,475",914,525,73,2,"7,462","7,462",187,376,"2,788","1,147",703,940,712,396,190,23,0,"7,334","7,334",174,353,"2,626",871,683,959,763,518,335,50,2
서울특별시 성북구 보문동(1129061000),"16,165","16,165",961,972,"2,637","2,797","2,282","2,702","2,048","1,143",553,68,2,"7,761","7,761",494,463,"1,229","1,391","1,176","1,312",968,488,220,20,0,"8,404","8,404",467,509,"1,408","1,406","1,106","1,390","1,080",655,333,48,2
서울특별시 성북구 정릉제1동(1129062000),"17,751","17,751","1,195","1,628","2,222","2,308","2,923","2,868","2,340","1,426",748,92,1,"8,491","8,491",624,835,"1,077","1,139","1,419","1,396","1,080",602,284,35,0,"9,260","9,260",571,793,"1,145","1,169","1,504","1,472","1,260",824,464,57,1
서울특별시 성북구 정릉제2동(1129063000),"22,541","22,541","1,250","1,583","3,027","2,981","3,151","3,849","3,502","2,024","1,054",119,1,"10,847","10,847",627,837,"1,503","1,485","1,597","1,838","1,606",916,402,35,1,"11,694","11,694",623,746,"1,524","1,496","1,554","2,011","1,896","1,108",652,84,0
서울특별시 성북구 정릉제3동(1129064000),"14,887","14,887",433,879,"3,372","1,805","1,531","2,288","2,224","1,429",816,109,1,"7,381","7,381",226,476,"1,851","1,019",784,"1,104",968,630,301,22,0,"7,506","7,506",207,403,"1,521",786,747,"1,184","1,256",799,515,87,1
서울특별시 성북구 정릉제4동(1129065000),"23,988","23,988","1,188","1,944","3,068","2,841","3,572","4,248","3,643","2,226","1,107",147,4,"11,445","11,445",609,"1,008","1,531","1,416","1,727","2,067","1,646",965,438,38,0,"12,543","12,543",579,936,"1,537","1,425","1,845","2,181","1,997","1,261",669,109,4
서울특별시 성북구 길음제1동(1129066000),"34,747","34,747","2,906","4,977","3,419","3,680","7,173","5,850","3,446","2,109","1,056",128,3,"16,433","16,433","1,482","2,452","1,638","1,655","3,291","3,075","1,522",860,428,30,0,"18,314","18,314","1,424","2,525","1,781","2,025","3,882","2,775","1,924","1,249",628,98,3
서울특별시 성북구 길음제2동(1129068500),"21,608","21,608","2,022","2,035","2,494","2,832","3,846","3,710","2,596","1,396",592,83,2,"10,328","10,328","1,031","1,068","1,175","1,322","1,802","1,832","1,215",636,225,21,1,"11,280","11,280",991,967,"1,319","1,510","2,044","1,878","1,381",760,367,62,1
서울특별시 성북구 종암동(1129070500),"37,609","37,609","2,083","3,385","5,402","4,545","5,800","6,316","5,153","2,954","1,689",273,9,"18,578","18,578","1,078","1,850","2,821","2,395","2,828","3,134","2,502","1,247",641,76,6,"19,031","19,031","1,005","1,535","2,581","2,150","2,972","3,182","2,651","1,707","1,048",197,3
서울특별시 성북구 월곡제1동(1129071500),"25,543","25,543","1,599","2,414","2,809","3,205","4,118","4,349","3,669","2,209","1,067",99,5,"12,310","12,310",806,"1,196","1,327","1,584","2,039","2,175","1,747",935,475,26,0,"13,233","13,233",793,"1,218","1,482","1,621","2,079","2,174","1,922","1,274",592,73,5
서울특별시 성북구 월곡제2동(1129072500),"18,901","18,901",788,"1,337","3,472","2,555","2,497","2,959","2,720","1,616",846,109,2,"8,982","8,982",415,703,"1,355","1,348","1,253","1,492","1,297",742,354,23,0,"9,919","9,919",373,634,"2,117","1,207","1,244","1,467","1,423",874,492,86,2
서울특별시 성북구 장위제1동(1129076000),"23,336","23,336","1,461","1,715","2,992","3,150","3,495","4,107","3,638","1,821",865,90,2,"11,321","11,321",714,864,"1,472","1,626","1,798","1,951","1,741",800,334,21,0,"12,015","12,015",747,851,"1,520","1,524","1,697","2,156","1,897","1,021",531,69,2
서울특별시 성북구 장위제2동(1129077000),"13,094","13,094",477,767,"1,733","1,804","1,627","2,266","2,218","1,439",686,75,2,"6,409","6,409",263,379,844,932,875,"1,153","1,025",636,283,19,0,"6,685","6,685",214,388,889,872,752,"1,113","1,193",803,403,56,2
서울특별시 성북구 장위제3동(1129078000),"15,527","15,527","1,471","1,291","1,950","2,222","2,614","2,554","1,991",956,429,48,1,"7,610","7,610",764,630,943,"1,075","1,344","1,252",963,436,192,11,0,"7,917","7,917",707,661,"1,007","1,147","1,270","1,302","1,028",520,237,37,1
서울특별시 성북구 석관동(1129081000),"33,768","33,768","1,623","1,978","4,585","4,597","4,592","5,642","5,614","3,350","1,631",150,6,"16,656","16,656",852,"1,049","2,184","2,395","2,389","2,824","2,738","1,485",693,44,3,"17,112","17,112",771,929,"2,401","2,202","2,203","2,818","2,876","1,865",938,106,3
서울특별시 강북구 (1130500000),"287,490","287,490","11,458","19,023","37,944","34,886","39,641","50,292","47,911","29,773","14,895","1,620",47,"139,141","139,141","5,887","9,686","18,106","18,371","20,481","24,845","22,623","12,747","5,939",442,14,"148,349","148,349","5,571","9,337","19,838","16,515","19,160","25,447","25,288","17,026","8,956","1,178",33
서울특별시 강북구 삼양동(1130553400),"22,398","22,398",967,"1,582","2,791","2,600","3,063","4,178","3,770","2,256","1,080",108,3,"11,141","11,141",502,842,"1,471","1,370","1,595","2,065","1,806","1,030",434,26,0,"11,257","11,257",465,740,"1,320","1,230","1,468","2,113","1,964","1,226",646,82,3
서울특별시 강북구 미아동(1130553500),"20,776","20,776",556,"1,114","3,490","2,685","2,603","3,547","3,545","2,051","1,080",103,2,"9,926","9,926",294,590,"1,461","1,466","1,324","1,754","1,686",897,425,29,0,"10,850","10,850",262,524,"2,029","1,219","1,279","1,793","1,859","1,154",655,74,2
서울특별시 강북구 송중동(1130554500),"28,548","28,548","1,261","1,845","3,774","3,721","4,073","4,932","4,776","2,768","1,260",138,0,"13,715","13,715",631,901,"1,815","1,899","2,072","2,370","2,237","1,205",541,44,0,"14,833","14,833",630,944,"1,959","1,822","2,001","2,562","2,539","1,563",719,94,0
서울특별시 강북구 송천동(1130555500),"24,728","24,728",732,"1,340","2,962","2,914","3,132","4,591","4,737","2,842","1,332",138,8,"12,280","12,280",366,681,"1,495","1,573","1,651","2,336","2,349","1,246",536,44,3,"12,448","12,448",366,659,"1,467","1,341","1,481","2,255","2,388","1,596",796,94,5
서울특별시 강북구 삼각산동(1130557500),"30,574","30,574","2,242","3,773","3,298","3,185","5,587","5,551","3,652","2,128","1,040",114,4,"14,671","14,671","1,171","1,921","1,630","1,504","2,673","2,778","1,691",903,379,20,1,"15,903","15,903","1,071","1,852","1,668","1,681","2,914","2,773","1,961","1,225",661,94,3
서울특별시 강북구 번1동(1130559500),"17,123","17,123",473,837,"2,783","2,491","2,475","2,860","2,654","1,664",805,78,3,"8,533","8,533",249,404,"1,306","1,344","1,365","1,487","1,290",725,348,14,1,"8,590","8,590",224,433,"1,477","1,147","1,110","1,373","1,364",939,457,64,2
서울특별시 강북구 번2동(1130560300),"14,857","14,857",491,833,"1,826","1,569","1,932","2,540","2,704","1,937",931,92,2,"7,126","7,126",252,446,929,831,"1,022","1,253","1,274",752,344,23,0,"7,731","7,731",239,387,897,738,910,"1,287","1,430","1,185",587,69,2
서울특별시 강북구 번3동(1130560800),"16,323","16,323",658,"1,114","1,691","1,597","2,112","2,772","2,673","2,404","1,177",120,5,"7,589","7,589",329,559,862,816,"1,049","1,371","1,237",876,459,28,3,"8,734","8,734",329,555,829,781,"1,063","1,401","1,436","1,528",718,92,2
서울특별시 강북구 수유1동(1130561500),"19,831","19,831",712,"1,200","2,789","2,627","2,589","3,323","3,440","2,027",989,133,2,"9,690","9,690",361,601,"1,289","1,436","1,388","1,647","1,634",900,387,47,0,"10,141","10,141",351,599,"1,500","1,191","1,201","1,676","1,806","1,127",602,86,2
서울특별시 강북구 수유2동(1130562500),"20,474","20,474",815,"1,228","2,567","2,329","2,714","3,546","3,632","2,226","1,263",151,3,"9,701","9,701",423,642,"1,173","1,250","1,407","1,677","1,656",950,483,38,2,"10,773","10,773",392,586,"1,394","1,079","1,307","1,869","1,976","1,276",780,113,1
서울특별시 강북구 수유3동(1130563500),"23,000","23,000",586,996,"4,226","3,336","2,893","3,924","3,686","2,151","1,094",104,4,"11,299","11,299",307,486,"1,932","1,821","1,577","1,990","1,762",940,449,35,0,"11,701","11,701",279,510,"2,294","1,515","1,316","1,934","1,924","1,211",645,69,4
서울특별시 강북구 우이동(1130564500),"19,823","19,823",831,"1,226","2,302","2,396","2,600","3,539","3,424","2,143","1,207",150,5,"9,470","9,470",421,630,"1,059","1,260","1,350","1,709","1,575",936,485,43,2,"10,353","10,353",410,596,"1,243","1,136","1,250","1,830","1,849","1,207",722,107,3
서울특별시 강북구 인수동(1130566000),"29,035","29,035","1,134","1,935","3,445","3,436","3,868","4,989","5,218","3,176","1,637",191,6,"14,000","14,000",581,983,"1,684","1,801","2,008","2,408","2,426","1,387",669,51,2,"15,035","15,035",553,952,"1,761","1,635","1,860","2,581","2,792","1,789",968,140,4
서울특별시 도봉구 (1132000000),"306,722","306,722","14,101","22,235","37,334","37,580","42,368","54,264","53,031","29,121","14,676","1,950",62,"148,670","148,670","7,309","11,500","18,590","19,306","21,254","25,905","24,998","13,398","5,874",520,16,"158,052","158,052","6,792","10,735","18,744","18,274","21,114","28,359","28,033","15,723","8,802","1,430",46
서울특별시 도봉구 창제1동(1132051100),"24,016","24,016","1,118","1,914","2,949","3,151","3,551","4,245","3,738","2,083","1,110",152,5,"11,449","11,449",572,972,"1,466","1,620","1,732","1,985","1,696",927,433,45,1,"12,567","12,567",546,942,"1,483","1,531","1,819","2,260","2,042","1,156",677,107,4
